Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,predicted_heating_oil,predicted_heating_oil_log
7,64,8,58.5,3,225.1744658430435,219.7638916162085
3,61,2,34.8,4,171.737627501348,164.81231868653742
7,70,10,65.7,4,236.42410043061636,233.47206045553423
10,72,3,35.6,7,199.8644847967781,192.5329539921547
4,70,8,54.0,2,196.75331640101012,189.3428962985137
3,49,9,46.8,7,213.17689895753705,203.60058069248296
6,77,2,24.9,8,163.23435318358858,158.30336512874996
10,62,2,72.8,1,260.2708714111145,265.13377856505355
7,64,8,47.7,4,207.861894207715,200.44617293420282
4,46,6,46.6,4,210.27212384558345,201.03964696607446
5,85,7,60.9,8,219.82170375243322,213.68205730883054
6,69,3,50.2,6,211.65038789912865,204.03167410711532
8,87,1,34.7,5,171.47227998267758,166.725914107403
7,69,4,60.9,6,235.59765409944913,231.64538553049633
10,62,6,29.6,3,183.9708107406334,177.3257697018596
10,63,5,62.2,5,251.43634779011336,252.24924100104724
10,52,2,58.7,3,248.55946186703392,247.89348835835392
6,64,3,18.6,1,140.23271576382973,140.7089551032033
4,48,4,29.0,2,169.17980489066235,162.417523435973
2,85,6,17.7,3,110.73439621617116,120.75173274351671
3,40,3,54.2,2,220.26389697030865,211.55715066682555
2,78,9,49.9,5,183.68027186850355,176.40225516972163
9,45,6,18.6,8,189.89036152932945,180.67074940905977
10,46,1,41.4,2,217.97833053472516,210.84357166950525
6,90,3,56.7,7,208.8927972246865,202.39832712899792
4,51,10,61.4,5,236.44595917353251,230.99241347533214
3,84,1,61.4,8,215.04011205456118,207.6906905939493
3,68,3,58.0,1,199.96668300673787,192.28349496285895
6,81,3,38.2,8,184.8005670380493,177.5755856249833
8,76,3,22.9,5,158.29884361567736,155.02029847700075
10,75,2,37.0,2,184.25136023540873,178.48543344096163
3,85,6,28.2,3,134.48092423224193,136.92662385135193
4,81,7,37.9,6,169.51184008353673,164.01488994201804
9,79,5,49.5,5,209.6119139963806,203.46163980385188
8,84,1,47.4,1,185.49176490174312,180.04303866514095
5,42,8,56.8,6,242.9048478898206,238.09171563900398
3,89,5,46.6,6,175.57898601693188,169.58885127645115
8,63,4,23.5,6,173.72454756711178,167.1731675781229
9,53,7,33.7,2,192.38650241006872,184.79321789596582
4,67,6,64.2,7,234.89949496629296,229.79141892427236
6,76,9,63.2,7,232.31551940848613,227.98434556722447
4,76,2,45.5,8,195.4978935191592,187.10678666476696
5,86,7,43.3,5,176.07362098939782,170.41859729411723
5,61,6,50.8,3,205.8670720008497,197.90281483573222
3,60,1,31.5,4,166.52737875998946,160.2783237873234
3,59,6,59.6,3,216.62300043152754,208.8487582687078
7,63,9,42.8,5,202.42828489613646,194.5611420892201
5,57,7,65.2,4,239.64006878192407,235.76732379709705
6,60,5,53.6,2,212.89165388947478,205.65303727739996
7,41,6,70.5,2,265.1095295898694,269.02932987472707
7,88,3,54.1,8,212.70343309539012,206.32295638557315
9,84,10,42.0,7,196.48681406071387,190.00166774478464
2,57,7,60.8,2,213.45546218974934,205.3100055893596
2,73,10,57.7,6,205.8065908835905,197.61115712191085
4,63,10,22.2,8,161.18369746980784,155.73225022775472
7,53,9,46.1,1,204.70609782092785,197.04054589467054
7,62,3,53.7,5,225.0386142549451,218.79562511902802
4,62,4,42.6,6,195.47353489143592,186.6094924263391
2,71,4,54.0,4,195.26391449483816,187.04128507361867
9,48,6,26.5,3,186.42487612819124,178.55451024419958
5,61,4,46.7,4,201.61699176360418,193.26129071304865
7,61,4,55.2,2,219.07021911704254,212.6839792692556
3,66,6,58.7,1,202.49677742125078,194.8155656353471
2,50,9,17.1,5,145.8159846350119,143.14426810994001
9,58,6,34.1,8,207.98492826311875,199.6120549439644
4,50,5,40.9,3,192.997228412293,184.02896852849267
8,62,4,62.6,7,251.90814025197898,251.71099067452332
2,50,2,72.2,5,251.55365943144704,249.15621835814403
3,45,5,46.9,2,201.71798919692836,192.32888375778012
7,78,8,69.9,2,231.45711198075156,228.52269295622958
5,64,8,26.2,7,168.92416154479594,162.52946988123594
3,84,3,65.8,2,204.01994214936877,197.33824071706314
7,77,9,61.3,4,222.1748988004268,217.14190271494894
8,85,3,43.2,5,188.972304118949,182.70950868781162
2,84,9,32.1,8,154.21428635216705,150.94701850220815
8,45,1,20.7,4,178.25895788109358,170.38077888467546
7,46,3,38.6,3,203.974290610299,195.176497748824
10,66,2,26.7,7,188.38038480356062,180.84261493143055
4,59,5,62.5,6,235.63941256363893,230.233737661459
5,78,1,23.2,5,145.98147500771006,144.93870494247292
8,51,6,54.3,7,245.3718710938574,242.34195601211192
4,79,8,52.6,6,198.9476603603651,191.33575305191852
4,67,2,19.2,4,140.77511193525078,140.51169621402093
7,81,3,54.4,4,206.68487578602034,200.25685702557826
3,81,10,52.9,8,199.92189055323098,191.92201158655416
6,88,7,17.6,5,129.43463021784265,133.61529947032386
8,77,6,64.6,1,223.29992112794375,219.2328499087085
5,38,7,39.2,8,219.52006011144576,209.7846382001008
7,72,6,61.5,4,227.43536732062535,222.71320499537921
8,54,7,20.8,7,179.05880095463937,171.27444394811675
3,86,8,21.9,5,127.64350304855537,131.9057920883762
7,63,7,16.3,3,146.19684440871995,145.0642545941283
10,66,9,39.5,5,205.0680937838049,198.06764066808742
9,41,6,30.6,2,197.11587618752333,188.59745889789414
5,87,9,41.5,1,158.76272027614502,156.38212358909286
7,84,2,55.8,2,200.5752413379989,194.52324356825278
7,67,7,50.7,1,201.61856330311258,194.77863900606965
3,88,4,35.9,5,153.16803942473308,150.8370234101322
8,64,6,53.3,1,213.1699550448088,206.90732785212003
7,41,8,56.2,3,240.80273371886136,236.6098172665792
4,78,8,43.9,8,189.65434234461577,181.7655200004646
5,77,4,33.2,1,152.60702745535758,150.7377317261096
4,42,4,59.0,3,234.452379114792,228.1067330392741
3,70,1,67.1,8,238.01693852816305,233.16123423699813
6,44,2,32.7,1,184.53201159095687,176.27730450931818
10,82,4,18.6,4,149.2535643050686,148.61782339123005
9,54,2,40.6,8,224.5017030162299,217.2447439112818
9,38,9,69.0,3,275.174696403352,283.72441121540555
2,88,6,20.6,8,129.46554375160432,132.66847527842697
4,68,6,48.5,3,191.58661579315185,183.8823246113053
2,64,8,29.4,8,166.65517957667697,159.96410996693913
6,76,3,41.2,1,172.66037352067065,167.5569397008154
6,73,6,15.4,4,135.31024386634863,137.18888751592547
2,76,2,33.7,8,165.45110557892713,159.4775665006166
10,69,5,43.6,3,204.6141452942628,198.0974159284912
9,86,1,25.4,7,164.87618826341264,160.80313419030705
8,56,1,54.0,7,241.34999733203784,237.4996715215093
10,44,6,54.1,8,261.9143500081453,263.9121441253722
4,82,7,38.3,5,166.23342018458516,161.44489349022976
8,76,10,23.7,7,164.90187088803995,160.33855462147224
9,74,9,47.9,1,197.53796249279313,191.56399373035626
10,80,6,35.2,4,182.11388969617337,176.55070898622904
3,75,3,42.3,2,167.2782144836939,162.1793292768453
6,60,8,22.6,6,166.24105036462197,160.35294676175826
6,53,6,56.3,4,230.25274866520283,224.28306832690626
4,62,4,43.9,3,188.4352783128143,180.41436625638812
5,59,4,65.5,3,235.83847781787955,231.401315781587
5,69,10,22.7,4,148.08083091342155,146.454015478833
4,43,6,52.9,2,218.4907345154077,210.13232517200882
7,61,7,39.8,8,208.33807808447108,199.84179513386624
6,72,1,43.8,7,200.43137086949764,192.29103612216426
10,77,8,48.5,3,206.41760779473643,200.65840560825612
5,75,9,55.8,7,215.3167484624629,208.23239632957828
9,69,9,25.1,2,161.8150052807991,158.33595785601776
10,86,7,41.7,1,179.54329920424044,175.1479186639701
7,90,4,49.5,3,186.22437383418293,180.65467447965779
10,48,1,38.5,8,229.74769713255432,223.01462468600445
2,48,6,26.5,7,172.25101155327707,163.91473577076948
10,61,6,19.6,2,162.70876907680983,158.70003986446488
4,86,3,56.7,5,198.36357739612868,191.2706386898724
7,86,8,42.6,1,169.56639166196095,165.7485874546495
9,57,9,53.3,6,238.39240887824099,234.71873199784173
9,55,9,33.2,8,208.35001235289937,199.8821686317926
6,78,4,34.9,5,171.46801766948056,165.94688118962142
6,73,6,17.3,5,142.08110753180824,142.00395866964672
7,58,8,53.4,3,220.7179045917794,214.218582001635
3,80,6,59.9,3,198.9403120921463,191.7599663433636
5,44,8,21.0,5,170.11003245971244,162.72610189874862
6,53,4,66.6,1,240.63855050764147,237.53911068310757
5,65,9,37.8,3,177.2026580875074,170.5706028462585
2,50,3,65.6,8,248.36282000893772,244.27157150858736
3,79,9,69.0,4,219.69831458928115,213.65488329160033
10,50,6,43.2,5,226.52608533404498,220.32121281579717
8,84,1,19.7,5,145.63464742832022,145.41021654342322
8,49,5,54.2,5,240.76335269580625,236.84262191139186
4,59,2,29.3,7,176.38455633168897,168.38724736256782
9,45,3,51.9,7,250.40602219050757,248.41751362940562
2,87,3,35.9,1,137.70934465403738,139.45968689922418
4,64,1,16.6,6,144.96620322417198,143.15433819356912
4,77,9,33.6,8,170.81270215869904,164.6066422074405
6,42,7,43.1,1,205.09948381470377,196.4141748602436
9,83,3,57.7,1,209.37109244983202,204.29867861043383
7,76,8,54.5,8,222.9988030013203,217.03827555474749
9,82,6,69.4,3,238.22739205420217,237.26307086786528
6,84,6,16.6,1,118.52199811773897,126.5098185101698
7,83,6,66.4,2,220.83138551632715,216.43105027301044
3,64,6,58.5,7,222.86273746323522,215.27109180303958
10,86,9,50.2,1,195.30507682757315,190.33057999493056
7,41,7,35.1,3,200.96862563016515,191.90576309413544
6,88,3,46.7,3,178.9963887039843,173.6012805156781
2,72,6,64.3,4,213.56996914055338,206.0632880767849
4,55,8,37.9,5,188.7626862005569,180.00947156159307
8,70,7,57.8,8,238.4849979542003,235.11522199010568
9,54,3,25.4,3,179.6597552925005,172.60361099404867
9,57,6,36.8,1,191.79934167338732,184.65421591542824
3,80,9,49.9,6,188.94488178278246,181.461057816926
5,53,7,47.0,3,205.43546228385014,196.92341048656104
6,41,8,20.5,1,162.9329417232994,157.3616825551857
10,54,1,33.9,7,212.64199351000082,204.50705464902876
7,87,1,40.1,6,181.04528446758079,174.96612328503585
4,58,6,52.5,4,211.0310123486322,202.71148045290678
7,88,3,71.2,2,226.1237555177868,222.81744617978535
4,73,3,26.9,4,149.98361174256704,147.81740824222618
4,72,2,43.9,8,195.94025296383495,187.27372955502898
9,88,4,26.9,5,159.11119636708366,156.53223104218105
6,49,10,53.7,1,218.58117045467765,211.4641486431261
10,57,4,46.3,8,236.1814034924866,231.54213745457565
2,54,5,44.2,7,200.77990326990462,190.79120352013615
9,80,9,31.2,2,163.82228373796744,160.6455169897889
2,51,1,25.0,2,151.85263392958177,148.0829284547706
10,64,6,53.6,4,230.91239798350202,226.83147603378237
9,78,7,32.2,4,174.14958084152352,169.05991856662317
5,50,10,31.8,8,194.52212768055432,184.85603608025397
6,88,3,49.2,1,177.40156234904657,172.5216619668608
6,41,1,17.2,7,176.93172103257044,168.0860577792122
2,66,9,19.2,8,145.39580297017724,143.18889154592432
6,72,2,29.8,8,176.8720035583654,169.75541382906616
8,55,1,45.3,3,213.04969908959265,205.49704491964812
8,52,4,59.0,5,247.4369121834036,245.5141937826003
5,60,10,52.6,6,218.93897159591685,211.357526569415
9,44,7,43.5,8,237.79966012984892,232.32640960204563
6,68,9,15.6,7,149.00303141949206,146.75931183724964
5,57,2,41.0,6,200.97710100881704,191.86123402480595
2,79,6,53.9,7,197.26772818080514,189.01929488629366
2,69,9,18.6,8,141.65063310781855,140.55038966387156
6,52,8,45.6,4,210.4740465705852,202.14745527492627
9,71,7,30.5,6,183.34533678234757,176.60431990488138
9,76,8,63.7,2,229.1081436454038,225.9986726375352
7,62,9,65.2,3,239.43961821386358,236.73434130610082
7,56,2,67.0,1,242.9817975497698,240.89223469920717
3,53,9,68.9,3,238.93805587087672,234.43690056636942
3,68,2,18.0,5,136.96319214122786,137.49426126602864
5,56,9,40.1,4,192.5541644564916,184.10311364110663
2,78,10,15.1,3,111.17367788840197,120.80967391797185
2,67,10,34.0,1,150.23907656194405,148.06014182336912
2,75,5,66.2,8,227.41548166335338,220.861762336388
8,78,10,48.3,7,209.81342818607652,203.14348087635503
3,78,2,20.6,3,126.86676657042165,131.14013249337478
5,42,9,39.6,2,197.43806322737186,188.3454079861032
6,67,9,48.8,8,215.99825652367818,208.36171689986992
2,79,9,15.9,2,108.8323198981513,119.48319053869726
4,88,4,15.4,2,108.62473919167402,119.86995968592046
10,84,3,47.5,6,208.83354419155035,202.90629376169477
3,68,10,57.2,2,200.36774666011615,192.71152274010282
9,77,3,72.9,8,265.5849112745423,271.84347758260014
8,65,6,37.6,5,195.19971617392892,187.5336146178472
7,43,8,18.7,2,164.78415135872643,158.9979453065582
8,50,3,46.8,3,219.88275857751495,212.69797998025155
9,73,6,20.3,4,156.1073571270836,153.4727094550822
6,57,8,67.4,5,250.63633036989347,249.80486097733186
5,43,5,62.1,6,252.62187766128324,250.5219653072828
5,41,5,42.7,8,223.90691457771732,214.83266012196833
8,48,8,46.4,8,235.80897931706397,230.05398470246652
8,46,4,67.1,3,261.6762929014877,264.5795176243774
6,45,6,53.7,5,235.44309768528768,229.57725356382355
10,60,8,69.9,1,255.43857972772224,258.56643082913797
10,40,3,18.8,1,176.81104617448437,169.71759087434654
10,39,9,15.0,1,169.4029310951968,163.34781128121443
5,38,4,38.1,2,198.96269858787525,189.4276132015138
2,66,2,58.5,8,221.17140865224619,212.93960201914155
5,46,10,55.5,4,230.27040422685053,223.67631017505448
6,39,1,52.1,2,229.0128560965568,221.99978690851754
7,90,9,31.2,1,144.2931683566213,145.37541502305433
2,43,9,23.4,4,160.6789183684962,154.54542548347635
8,44,8,26.4,4,188.68748242679024,180.12347141529074
8,55,6,51.8,7,237.15454434735236,232.43671378088953
2,45,1,39.6,6,197.42516254799352,186.92885968056947
7,41,5,23.7,1,173.37182081533916,166.30862948736075
4,54,7,20.9,3,151.237008594594,148.04376952854292
6,42,4,52.2,1,222.89170409798965,215.54618683167377
7,75,5,58.8,4,219.88642564634,214.24849510830254
5,73,6,18.8,1,128.4192612236192,132.60786334245174
8,56,3,65.0,6,258.68477863821545,260.50702945246434
7,77,2,22.5,2,143.51119897452517,143.78268406097249
8,48,5,52.6,8,248.1018324844219,245.2742201679475
4,46,7,44.9,1,197.36633828880824,188.49830920223644
4,77,6,60.2,8,221.7907584863779,215.0402297233829
4,51,2,37.1,7,198.12894359180186,188.22171952036547
4,72,9,49.6,6,199.163994177497,191.10633064950272
6,76,10,35.5,5,173.27289319496685,167.5780538406448
8,82,8,15.2,7,143.92535372589106,143.87025619943975
5,66,9,18.1,1,132.64010503692748,135.31024099569842
9,89,3,72.6,5,245.08304203708673,245.92801420709986
6,89,4,18.2,8,139.7423827078734,140.57625200534147
9,65,4,38.8,3,195.33173970050083,188.18499925110734
5,90,7,58.9,3,195.8442703046711,189.74453324710987
8,65,4,52.1,6,226.22143881815248,220.41211448777085
8,51,7,21.4,3,170.13265066586746,163.95373034804845
10,87,9,31.4,1,158.78488399198446,157.163870087563
3,59,7,33.3,6,176.07439129047293,168.27169567142369
3,80,2,15.7,6,125.33997607840084,129.76877731526224
5,82,5,56.2,7,210.70553311607983,203.6210985587311
3,40,2,26.2,8,186.35206803937626,175.87594095257603
5,78,1,44.6,8,196.06650176963004,187.9520149863061
9,78,8,62.9,8,244.85981056856016,244.09756591530314
7,42,4,31.3,7,206.100340809674,196.2779719099147
2,40,1,30.1,1,167.9164605030423,160.65894180608007
6,38,2,33.3,7,209.89153144941957,199.6770529331297
4,49,4,47.8,2,203.9617512133123,195.04476040224625
4,48,7,51.8,8,230.88760310928015,223.27355332912595
7,64,2,58.8,5,233.15019704548712,228.44433983723957
7,59,4,54.0,7,234.37201563299325,229.0913606909374
5,43,3,59.1,7,250.45776426111382,247.34167893276015
10,86,7,33.9,1,164.75189799588242,162.054931368997
4,45,7,17.6,4,155.9690474293725,151.11985716252792
2,80,3,58.0,5,198.37349769080123,190.4987834832072
5,84,5,42.6,1,164.17017093623124,160.6061017891981
8,88,2,15.3,3,127.30009846517247,132.55426963668313
7,53,7,34.3,4,192.18990979971468,183.84958097651025
3,58,2,55.4,1,203.90597701537928,195.56915495317588
3,89,5,41.6,2,153.42599842454615,151.60684381510197
3,58,8,40.2,1,174.01053691356066,167.3182436978715
5,41,7,30.7,6,194.45819561633863,184.5001879113032
3,59,4,26.6,6,163.90454245939256,157.77127354348477
8,53,4,47.4,3,218.234660387657,211.12692134389897
10,75,10,66.9,5,249.02699354025836,250.36117366267447
3,41,7,39.1,8,209.05300421434265,198.38834692044574
10,43,8,70.4,2,274.32967186960946,283.5046036698893
7,54,5,67.3,4,254.25684868233026,254.7184793259996
2,46,2,63.8,8,248.6044412693638,244.19047179674217
3,76,8,71.8,8,240.4652667903232,236.96787841985508
9,64,6,46.5,2,207.27774375191945,200.5824312228406
2,41,3,67.1,7,255.86159951175586,253.53902409028845
4,88,5,64.8,8,221.13206522457023,215.1064595495312
6,61,5,20.3,3,152.04245551202882,149.28443770844433
7,47,1,26.9,2,178.10729253031099,170.56558141753726
6,41,10,37.6,7,214.01016757228683,204.54030942014953
6,86,7,55.3,6,205.83247927562778,199.23362443046474
7,87,3,71.0,1,223.4457820388233,219.8614490692128
7,65,5,48.1,3,205.11905984896495,197.76061515837137
4,76,7,55.8,8,214.13748588114223,206.52798826199526
9,80,10,44.2,8,207.30307079852622,200.6067916218115
7,90,5,20.4,3,130.86254081267748,135.0918657351079
8,43,7,37.2,8,222.88685602090183,214.53612918036052
9,79,3,36.7,2,176.19241226022052,171.1948856570486
9,78,10,53.5,3,210.83806856328624,205.31521268541172
5,88,9,65.6,3,209.93089416209068,204.23987268008227
10,40,10,56.1,8,268.46939595692277,272.9515693563072
5,38,4,22.8,8,188.9557764443304,178.57819575295287
6,38,6,69.8,5,272.0579296414147,277.5670399997246
7,62,5,32.8,3,178.7125272481323,171.9625280124599
3,73,10,35.7,8,174.25794060706818,167.2382258704401
9,82,1,69.8,8,255.71771820541835,258.48750071194456
3,77,4,39.8,5,170.12409585007504,164.23995084922376
7,70,4,65.0,2,229.83217799367836,225.7794720096355
10,81,10,42.2,3,190.63715676607652,185.02370625654416
7,70,3,42.8,5,197.415593181254,189.7874640648817
5,76,6,46.9,5,191.77018262519562,184.37264336567222
10,84,6,39.2,2,179.8870705477347,175.12181776419007
4,42,9,33.4,2,181.84576921078047,173.3653372541413
2,62,3,27.2,1,142.9393247179874,142.06700308926577
2,48,5,29.6,3,165.63685372912516,158.96946018831107
9,84,6,55.3,5,216.08650343248928,210.91306870154756
7,48,2,67.6,1,251.07258369447527,250.63181813522672
5,78,5,59.5,3,207.76860650205506,201.075387417256
3,51,3,18.3,5,152.12865903428178,148.01698303545007
6,77,1,17.6,7,146.40181719497394,145.03804766229294
4,52,8,35.1,1,173.3890020517315,166.57726370231592
9,66,6,57.2,1,222.66243552548406,217.85343285635537
8,60,1,52.1,4,224.7669805651355,218.69976831107957
2,59,1,54.4,1,197.48402239462445,188.93359361367587
7,88,4,42.4,7,187.16997273166993,180.64987150564946
10,59,6,22.6,5,179.63950616784956,172.78095252173998
10,65,9,58.3,8,251.09177673274155,251.3366299927014
9,60,4,30.5,7,196.6091081814947,188.305907365563
6,80,10,57.1,8,220.26069362865957,214.10955332146983
2,44,9,43.2,1,187.85370806604925,178.89456516321258
10,67,3,51.3,5,227.64687676910071,222.86147208135435
6,41,7,68.6,4,263.8286011349223,266.43987765329763
3,77,4,41.9,2,164.60290606205425,160.05785214095607
7,50,4,67.9,1,249.5461802012109,248.89273292806251
2,77,1,35.0,5,157.72225425723667,153.6538426973509
4,79,9,40.7,8,182.53842341234264,175.1892443626085
6,64,8,60.1,4,227.5414030725928,222.05902746425693
8,81,2,64.3,1,219.96864210919304,215.59247267692155
7,75,10,66.1,2,226.50135746800464,222.48713984401715
5,74,3,27.6,8,166.94826846843895,161.11898274163912
9,58,3,44.9,5,219.4974253630834,212.62878861105602
9,38,10,68.4,5,280.19402787256615,290.7312468411772
7,48,6,41.5,1,200.86416559752143,192.66071783637793
6,83,8,63.4,8,229.95728186203397,225.46308392431638
10,56,7,31.0,1,185.32622857403518,178.62147161692565
6,70,10,48.0,4,199.02397129913817,191.64312874314615
10,75,7,70.0,3,249.10555281847275,250.87320718472535
9,64,2,41.7,2,198.88945706191654,191.80627028613924
10,51,5,71.3,7,285.4581216863953,299.67282970531534
8,56,4,61.3,8,257.82547629385147,258.82360506811085
3,76,7,70.5,5,228.67507165564942,223.41532290841565
2,45,6,33.9,1,169.88426890904685,162.75682312999277
10,62,2,39.8,1,197.6918662988306,190.85667747958698
9,74,6,18.1,5,154.23413023424462,151.86192066087668
4,59,8,58.0,3,217.06683621295986,209.6112569505459
5,88,2,51.2,1,177.53773144951418,172.44780001856535
8,44,9,19.4,1,165.7311293822846,160.2021359592997
8,87,5,27.4,4,153.7471014270604,152.16913529540201
3,83,9,60.2,4,199.53408686679467,192.45765870322256
2,50,7,69.6,4,242.5627197572092,238.11880105991455
2,52,1,15.6,6,145.82929603468332,142.90979295252743
10,55,1,68.9,8,281.3123723801001,293.1250175382973
2,69,4,29.3,6,156.49838392354178,152.1472901024472
9,42,8,55.2,5,252.0429898285762,251.042388512355
9,71,3,67.4,5,250.86632651462992,251.88535712274606
4,82,3,67.9,1,210.407685339287,204.343004537758
7,66,9,35.1,3,178.8834871916302,172.48051069041725
5,73,9,27.8,4,154.4541671910249,151.63120958068748
9,56,7,58.6,7,252.8369866870245,252.7738807130184
10,80,9,66.3,1,231.05078552723083,229.15027501895332
2,44,9,65.2,3,235.90870488313715,229.7699431206486
10,90,2,47.0,5,199.68133638422657,193.97273880753932
2,61,10,65.6,7,234.38493455618857,228.38923950407366
3,67,7,48.4,1,181.91689072239535,174.94641769534462
3,78,10,23.0,4,133.1575688728027,135.58473556976818
3,44,2,19.2,1,147.42643033126308,144.63741542764893
2,82,9,27.2,4,133.98917862154514,136.21756068590716
9,53,4,24.8,2,176.04471990483609,169.50624687964452
3,90,6,67.6,3,204.8508473869856,198.51613603576737
8,86,6,44.7,4,187.24426551687202,181.40939552179026
9,85,8,67.2,6,240.59452169718878,239.80065119036024
5,76,4,58.9,8,224.3867316243569,218.05302188702387
5,71,5,20.8,5,146.8000233775911,145.29742422078695
9,82,9,72.4,7,256.05212712988435,259.5706935138259
6,85,9,31.5,4,154.87614840935635,152.77056160440713
4,84,5,51.1,1,176.45397919693,171.1438671088391
8,88,9,25.2,4,147.99193044283675,147.79083412727707
4,40,6,66.6,1,243.91004303607218,240.14773052083788
10,43,10,16.0,3,173.9799031197352,167.23262540956108
8,86,3,51.4,5,203.6531154661381,197.4272287993991
10,45,2,51.8,8,257.3977737823006,257.6422218619291
8,51,4,45.4,4,219.34806996187632,211.9865073414914
9,78,7,70.4,5,249.75735013049544,251.22082924396182
9,82,9,20.8,8,161.36914917391394,157.68727840521112
5,66,5,68.2,5,241.0318470030366,237.92825441331104
5,69,5,71.3,2,234.79962093385876,231.25360361445394
4,85,8,56.3,4,194.41369465251242,187.6353540122294
6,62,3,43.0,1,188.2414993900935,180.93824354453815
7,64,8,39.3,2,185.5970328308411,178.70437137751549
3,56,9,32.3,5,173.2605405070463,165.85833121576877
3,88,2,40.8,4,159.64930050618148,156.17463805139158
8,62,2,35.8,1,182.43647956695656,175.8167097831389
7,46,6,26.5,2,177.3252398244774,169.94950193346406
2,71,6,60.7,3,204.44446180153642,196.55864510886053
2,40,2,32.4,6,187.93864920153237,177.55450097998138
2,45,7,72.5,2,246.07204307991867,242.63358965190304
4,77,5,33.3,2,151.95093593912986,149.93789837569935
10,56,5,39.1,6,216.88273704458277,209.62940143488683
4,56,6,51.6,5,214.23038875992768,205.77923111673752
7,57,5,55.1,1,219.0107202429117,212.5765146261968
4,48,3,29.8,3,174.04323023244632,166.41385361140595
8,41,3,19.5,1,169.59930358092083,163.1490611788077
6,61,6,59.7,8,242.41861662463208,238.74571502861758
3,80,5,20.6,6,134.09642463062937,135.94604232762376
3,56,3,23.1,7,163.2211035711052,156.84274774813915
6,89,3,37.6,4,164.03846074221326,160.3693298970446
9,73,1,18.3,6,159.54299279314935,155.80155201075996
8,49,6,26.6,4,185.0781898688947,176.99732735070316
9,50,9,49.1,2,223.8403508717416,217.83147618665046
2,70,8,29.8,5,152.69548331981326,149.45250215751014
9,38,7,25.2,4,195.64017668254064,186.5725580955918
6,49,5,26.8,1,168.4624421877275,162.3812662599127
9,55,1,32.0,6,201.16698019863688,192.63177536485122
10,86,5,54.9,3,211.2676183515203,206.39523338803951
7,69,5,25.3,4,161.57399332874672,157.3839495303281
7,59,4,23.7,2,161.07396075007387,156.7185894175306
8,62,1,37.3,6,201.29865850164686,193.0605204811663
2,82,9,53.8,4,184.4316494090225,177.5433698599072
7,73,7,20.4,2,142.11274910807293,142.64697869254383
3,59,8,67.2,7,243.34939806656493,239.38152689277203
8,53,2,54.6,7,244.91663868099602,241.77234338328097
7,63,6,23.8,6,170.10136419735113,163.9175341771197
10,63,9,24.9,4,176.82116458696532,170.75506884627703
8,46,8,46.5,3,221.89770898991458,214.83554611831082
9,55,10,21.6,5,176.67052526243899,169.8136074856541
4,46,4,39.6,3,194.1870164168446,184.8864037247015
2,71,6,25.4,7,150.1752098174057,147.1747157034506
5,55,2,30.2,1,166.3957956597314,160.7349472722413
6,43,8,20.9,7,180.96020883235695,172.0076411153964
5,53,6,46.9,5,211.76001752399085,203.1059679156514
9,61,1,51.2,8,238.69750370980577,234.61072700928653
10,84,6,63.1,2,225.20944091693428,222.19354642978735
5,45,9,20.4,4,164.75675055910932,158.46691362735342
6,62,2,45.0,5,204.8840150311267,196.59141815741813
10,77,6,58.5,5,232.07365977961302,229.03869914396236
7,73,6,20.1,6,154.39369772612872,151.4771006263194
6,80,8,45.0,8,197.67211544762313,190.08983238935312
9,62,6,40.1,1,193.71162590226893,186.85248022373955
9,67,10,19.7,4,159.47018251934708,155.9783266152507
8,90,3,72.8,8,250.2616492021806,251.74494245363064
6,78,1,57.7,6,218.40783677958817,212.0141380922935
3,62,5,39.0,2,171.96185927976614,165.503177857771
8,62,7,46.6,5,214.69555882419573,207.56831283905143
7,39,4,64.2,6,267.9292523047583,271.59152217548063
9,85,4,48.3,7,208.635762860629,202.38854542411016
4,67,6,67.4,3,228.29644197756568,222.90942980055638
8,70,8,69.8,6,254.72681122424683,256.6461206577074
2,49,4,44.2,6,202.1362180278693,191.98443091958896
5,43,5,60.7,6,249.9670107777318,247.05259650732322
7,77,1,47.7,2,191.47733139185158,184.9503789781482
5,43,3,22.4,1,161.85534501560517,156.30059462702357
3,54,4,33.1,4,174.24066633980573,166.63212584847236
10,64,8,68.0,7,267.3660333008637,273.9155316796527
8,80,8,58.6,3,215.29315347779382,210.05109048699947
4,40,10,23.3,3,167.42034901676595,160.4547876345261
3,44,10,45.4,3,202.01779969180126,192.520310025771
3,74,10,43.8,7,185.58128856764947,177.74063121925994
10,53,3,22.7,2,176.0759744823444,169.67053019878293
4,38,5,38.8,4,202.6122372023808,192.5264750332283
4,63,7,15.4,2,129.81723506320645,132.85870482179106
6,67,7,50.8,8,220.14798052698126,212.88116702072534
7,51,9,64.3,8,263.13242408451384,265.6305551078884
4,47,7,51.7,7,228.39926297914178,220.53106608869726
5,64,8,65.5,2,227.61091744414807,222.39903207101207
3,41,2,51.2,2,213.88430176248673,204.62381461803946
2,70,2,62.7,5,216.15602616367514,208.36764947105002
2,72,1,64.7,6,221.55680517842163,214.25137756126836
8,83,1,25.8,4,154.9035749253382,152.7736863504415
3,71,6,71.7,1,222.80349648616738,217.13278634597927
5,70,6,51.5,1,193.0367360588359,185.9991077329113
8,48,5,60.8,2,244.6447868613844,242.4109446926534
8,48,9,66.8,6,267.97999388841913,273.03733778268827
