Insulation,Temperature,Num_Occupants,Avg_Age,Home_Size,predicted_heating_oil
7,78,2,49.7,6,206.8936667496144
7,81,5,45.7,8,202.50103756256598
2,89,1,20.3,3,113.08101282674895
7,77,9,65.3,6,236.09589282899623
3,52,6,49.3,1,196.83896822226217
6,69,2,16.1,4,140.82828438760382
3,48,2,22.5,2,153.3756678543967
4,45,8,20.7,1,152.1656626162022
2,81,4,64.6,1,197.17032679225753
6,59,4,55.8,4,224.44689940906218
2,61,10,57.8,7,219.59353334783054
4,85,10,26.8,4,138.1147997223061
3,85,2,60.7,2,193.65804661621974
6,41,4,42.4,3,211.5124192451642
5,39,6,59.9,1,235.90875831069462
5,79,5,43.2,2,172.82141734931128
10,89,5,59.2,7,229.48580273272228
8,74,9,70.1,8,257.9763498070095
7,81,4,69.2,6,240.90774297430036
9,67,6,35.3,8,202.43841914079573
4,61,5,31.7,1,159.6549444236553
4,84,10,28.4,1,132.51456644662912
3,48,3,44.6,8,214.11308965803983
4,82,9,70.9,3,221.36117479920233
3,49,1,63.0,6,242.15789953662508
7,57,5,69.7,4,256.2006792847247
2,39,6,32.9,1,173.20267495961195
4,55,9,49.5,2,201.07813603752038
2,59,9,56.1,6,215.11871140636038
9,61,5,71.4,1,254.11451585439596
2,82,6,63.7,8,216.41225663403978
9,48,6,70.5,1,263.5278895356712
3,46,8,37.6,8,201.68435918621878
5,74,10,72.2,5,240.7715523372833
5,41,5,58.9,3,238.7883668984707
5,81,9,44.2,1,169.09756023323894
2,53,5,15.3,1,127.83800848922337
9,53,10,48.9,5,230.17867600463074
2,83,7,20.7,8,133.82226486937572
6,86,2,44.6,1,170.59520332943106
8,60,8,41.1,1,193.15412248722268
10,69,6,27.1,6,182.6496043380683
3,58,1,41.1,3,183.30259672235542
6,79,3,56.2,6,214.33715626394127
10,51,4,19.8,2,172.13632536595463
5,43,7,18.4,6,169.39504719791228
9,40,9,25.0,7,202.66909655849867
5,67,5,43.6,3,187.17725986002665
7,71,7,33.4,5,178.00682108162295
4,70,8,15.6,4,130.26977052773594
8,74,10,30.9,7,180.29371851638604
6,81,9,62.9,7,227.401003079664
3,72,2,71.9,3,229.36341405651552
4,81,9,67.1,7,227.6955509514484
6,87,1,30.4,4,152.48016316654554
4,50,6,59.5,1,221.75484270479632
6,79,8,40.2,2,170.43185773379167
2,80,2,48.8,6,184.2735881500749
7,54,7,35.4,8,206.07807353145205
5,70,3,23.3,4,149.59920734370638
8,87,5,24.8,5,151.98446439539038
7,84,2,62.9,8,233.0461893312771
10,62,3,22.5,8,186.88157870316587
5,51,7,64.0,7,252.08269824818694
10,57,2,42.1,6,222.238199793068
9,55,3,61.0,1,239.96444414220244
10,85,8,52.9,8,223.64763928019934
7,57,2,19.9,4,162.29885711002498
8,73,2,34.3,1,170.03162351341706
2,40,3,28.1,3,170.1023965753045
6,68,10,57.3,8,231.06943940394206
9,54,1,19.7,4,172.3755414740533
3,82,6,62.2,8,217.40278279109822
7,51,10,65.5,7,262.0616657192319
8,42,7,38.6,4,213.73952600979203
9,44,5,39.7,7,227.78281986351337
5,84,1,70.1,1,217.0334559167365
10,72,6,44.9,7,216.96480069731115
9,38,8,64.4,3,266.6300908707978
8,48,3,34.3,7,210.58815663844643
2,81,4,58.0,2,187.8223558075834
3,60,10,33.2,1,158.64089895606372
8,51,5,65.7,1,248.16162114662373
5,60,6,65.0,8,249.5032809793969
7,43,9,71.6,1,261.75383433602263
9,72,4,36.7,3,185.26557657988818
5,83,2,62.5,2,206.47974618688022
6,58,5,45.5,1,196.10176910979752
2,87,6,71.7,3,211.39815806878795
8,64,2,33.0,6,191.22764947582823
10,71,3,67.9,8,265.1530097615383
3,83,2,43.9,4,169.87355060210646
2,69,3,61.0,5,213.62285397671724
10,63,6,23.4,1,165.00875978144236
3,78,10,68.2,4,218.8718425417492
2,90,1,39.8,1,142.85473251560933
7,80,5,24.3,2,143.78164394376745
10,45,5,65.2,3,266.4339067957496
8,74,8,40.3,2,182.63716014383348
9,70,3,54.2,5,226.70384772618567
9,75,3,42.6,7,206.69642305569226
8,77,5,18.5,2,139.22530587075454
5,66,7,69.3,3,236.4250967377464
8,59,2,24.0,1,162.6671141750025
7,52,7,49.7,7,231.76605888859783
3,74,5,24.8,2,134.60444466896925
5,74,8,71.0,5,238.85300917818307
9,87,6,15.7,8,147.88781764168843
7,38,1,35.9,2,202.99640323279448
6,90,6,71.4,4,226.72982384842712
10,62,5,41.0,2,202.59971098231298
9,53,6,51.9,1,223.9104703718553
10,71,6,38.8,8,209.43411971323187
3,59,9,36.1,4,174.6914079552095
4,44,5,26.5,1,164.56910564472904
9,49,9,60.1,1,242.40131246118963
3,63,8,64.2,7,234.1839045759344
10,78,7,57.0,2,218.67801766401868
2,50,1,64.6,1,224.64873328300916
5,78,5,43.3,8,192.88715418130164
7,54,3,61.4,6,249.7611982040155
3,46,8,57.3,7,235.8742988669814
8,76,7,62.0,3,225.39570887712523
5,63,5,40.8,3,185.3440191188012
7,88,7,41.3,7,184.54842035439228
6,55,4,28.4,2,169.62819478129614
4,40,8,73.0,2,258.85735037186043
3,40,3,17.6,7,166.69724148923427
10,71,9,71.4,7,267.5511758522312
10,70,5,24.1,3,166.76651901689837
7,64,8,69.3,6,255.15835762950252
3,47,9,26.4,7,176.22994231015477
3,69,9,44.7,1,172.80515327612682
7,87,1,16.0,1,119.50449721181778
2,46,2,36.5,4,184.16321688898017
4,76,4,59.7,3,206.2296218366095
5,75,6,17.2,1,123.64688112947884
7,39,2,25.9,5,192.48890669376226
8,57,10,54.2,4,229.74989403926617
6,55,10,48.7,6,219.72391366351957
6,52,10,42.3,5,207.0269190703384
7,78,2,68.7,1,227.08485283747066
7,42,3,37.8,4,209.10154688335825
7,61,4,17.9,5,157.84047011862714
6,89,7,71.9,8,241.03990548675208
8,66,4,70.0,7,262.46451503915915
10,85,3,68.5,8,254.12308426391792
2,53,7,28.5,2,155.68038354511856
6,72,3,31.0,6,172.63341515530084
10,77,2,37.9,1,181.05198382411328
6,80,9,26.4,4,149.5504639016229
8,38,5,19.6,3,178.3749097479183
5,54,6,53.7,3,217.4503019120632
5,43,1,69.5,3,257.8653694145949
5,60,6,35.0,7,189.4454462940834
7,61,4,34.5,8,198.82309613694215
8,61,3,47.9,2,209.2405395556455
7,72,6,26.6,1,151.74983846731652
2,49,8,68.3,7,250.29157107889966
3,71,10,43.3,3,174.56917144180144
9,80,5,19.1,5,151.09425269707998
9,40,1,18.0,6,187.65516021016285
5,88,3,64.7,8,225.13451529198107
5,55,9,21.9,1,149.40652811344432
8,82,1,18.5,3,138.7616336797924
3,49,7,58.9,4,226.97610107882753
3,50,2,30.3,7,182.26797273872924
4,45,10,69.7,6,260.56809670261487
6,83,6,44.4,6,187.94834253650015
7,44,5,22.4,8,190.47402777568328
9,63,1,64.8,6,256.41373256151576
5,57,2,45.9,3,200.76564498789912
10,58,7,19.0,1,160.83198020208414
4,46,6,45.3,7,217.31038042420505
6,47,8,40.2,4,204.57946201637645
8,52,4,17.1,4,164.81270898790285
7,75,6,19.4,6,151.3280177714143
9,85,9,48.1,3,194.6925334448457
5,65,8,35.6,6,182.71274304010356
6,86,8,42.5,2,168.7095619614835
2,54,3,16.6,4,139.29466590762934
7,75,7,67.8,4,236.59637001379826
5,42,5,24.3,7,184.97742509964638
5,83,10,62.3,3,207.8400814198086
7,55,1,41.0,3,201.06043870067825
10,73,1,55.5,3,224.41813483217464
3,51,10,44.2,1,187.32267663504925
6,90,2,33.7,8,168.623485546096
6,53,5,72.9,8,274.581733234701
3,67,2,17.9,2,128.13919193552417
7,42,9,72.6,8,286.69410134522155
7,69,3,29.0,8,181.61880441320713
6,88,5,45.8,3,176.93263153775735
10,84,6,50.8,2,201.88453901144663
3,59,1,61.6,7,233.9796301261627
10,54,9,68.8,5,271.0601440671923
8,40,2,60.6,3,254.92192179347325
6,77,6,55.5,5,211.04455375712007
10,68,10,59.6,7,247.60328194687665
5,73,9,15.3,8,143.42131873901764
3,50,6,25.9,3,160.53867118569212
10,61,3,35.5,6,206.0673772313333
3,77,1,24.3,6,144.43434236016827
8,73,5,32.1,4,174.82759441241126
6,55,1,58.7,2,227.62268501550383
6,38,2,47.8,5,231.05270695349418
5,74,7,45.4,3,184.14974031679196
7,79,2,48.1,8,209.3260699875087
3,73,1,60.9,2,204.64532090490275
7,46,2,27.2,6,192.03810747098572
3,48,6,16.9,1,138.87425622880627
4,48,4,33.8,6,190.95352578539786
4,77,9,57.5,4,203.463752376768
7,57,3,47.9,6,221.55332634321854
4,68,8,69.1,5,236.6296886998873
5,71,8,31.2,5,165.98630611520025
8,63,7,48.0,6,219.64913248906046
9,60,1,41.3,2,201.78594520589405
3,81,2,53.2,6,195.58335863134505
2,52,9,39.9,5,187.3141416541966
6,54,6,55.2,2,220.96199849609206
6,45,1,50.0,7,235.65496642132672
10,57,6,26.4,2,179.08032982279423
9,59,10,31.8,5,192.53663381672203
4,78,10,22.9,5,139.97079195119522
5,87,10,47.1,4,178.7071494102982
7,85,1,47.1,2,183.3865452471461
7,86,10,21.3,4,138.32092144876097
3,39,2,42.1,2,198.3659135323411
2,60,3,26.5,6,159.18928797806365
3,63,9,61.3,3,215.8346887954753
8,78,4,72.2,4,246.70347952233118
3,62,1,65.5,6,235.60013092315103
7,67,1,72.5,1,244.029804427388
4,74,7,20.3,4,135.88457341003885
4,39,7,29.0,3,179.6341586964677
8,48,5,50.5,8,244.11953215909472
3,61,5,46.2,8,205.4915638783388
10,70,6,59.4,6,243.0320527521071
6,42,8,29.2,3,184.89757989017926
9,41,10,21.9,3,183.07149082392
4,39,9,66.5,4,253.55743751686288
5,87,8,65.6,8,226.81769612087382
8,71,3,44.6,5,203.79489659307148
5,85,3,71.2,1,217.89324247054228
10,44,10,38.9,5,222.87247681977968
9,83,7,29.2,5,167.28279413220628
4,46,1,65.7,8,260.0560561893112
6,77,10,55.8,1,198.22801959886272
4,63,5,48.5,6,205.6142507022471
7,53,10,20.2,8,177.58734222630426
8,83,5,15.3,3,131.11012920731775
9,80,9,21.3,6,157.71990235541287
3,67,8,38.2,5,175.06708077996495
6,71,7,52.1,2,200.12974080913426
4,86,2,15.6,8,130.10628965575987
5,67,4,40.5,4,184.64498459763163
10,58,3,40.7,2,205.86436098851613
7,73,10,63.6,3,226.66660029809847
4,43,5,36.5,8,206.57637404818723
3,59,7,27.0,1,148.2883401255782
10,52,9,50.5,3,231.75982766957196
5,46,8,19.6,2,156.21342894987433
7,81,5,66.6,7,238.9665774292298
8,49,5,22.9,2,171.9046244002011
9,80,6,22.2,7,163.13001807282296
4,76,2,48.3,3,184.9684770973488
5,63,2,54.9,4,215.78573688112488
10,48,6,40.0,5,222.1960646845804
2,38,6,33.2,1,174.64069826255667
9,39,8,39.8,4,222.2789938411358
10,89,6,45.6,5,197.18147870354247
8,81,4,35.8,5,178.23740081836831
7,69,1,34.4,6,185.8804022009984
2,45,2,69.8,6,254.51590537977404
6,58,6,47.8,7,219.29178784607026
8,90,5,43.3,5,184.4592641586263
3,78,5,58.8,8,214.61027047032263
4,57,5,38.0,5,187.7496585766448
2,63,1,72.9,6,244.9288490903043
6,70,9,20.0,6,152.4408222170752
5,75,4,68.4,6,236.93536294364577
2,73,4,34.7,2,150.59077158308932
4,67,10,52.6,2,196.34876226006577
2,87,1,15.9,8,122.31454218029639
2,84,4,20.6,5,123.79560369093481
10,50,3,44.7,4,226.73834106884038
10,77,4,18.3,4,153.03028054094005
10,85,4,63.4,2,225.26627473374128
10,90,7,47.5,3,193.40120048578424
5,68,6,37.8,3,175.13087385830082
8,77,4,56.4,5,220.77836370221695
2,42,4,50.3,5,216.6198850637034
2,90,3,44.9,6,168.0081264678018
2,61,6,72.5,2,232.34459948980947
8,64,4,32.9,6,190.68095910020207
2,55,7,44.2,7,199.55372298663423
2,48,5,32.4,8,186.78573768514127
10,65,10,20.5,5,169.72835225010425
9,78,9,25.9,7,171.34911295208897
5,81,6,49.9,6,196.28139684538456
6,61,2,58.1,4,227.42727694590187
6,78,6,51.0,3,195.3062697279558
8,65,9,32.9,2,176.2478731255996
2,50,9,66.1,2,229.23283544596427
7,81,3,34.8,6,175.8523994918655
10,80,8,71.1,5,253.00303493536688
3,86,2,27.6,1,126.85245486085869
10,53,6,64.8,4,261.71168887307647
8,44,5,19.4,5,179.11656358701723
4,62,7,43.7,4,190.68825611274525
5,90,7,41.8,8,179.2561178444918
3,89,10,34.8,2,139.6382881374366
3,68,2,35.7,2,161.0248047699231
9,52,6,49.2,2,222.8273232478295
10,41,7,31.0,3,204.69873749664083
4,66,5,19.1,1,131.41552618934554
4,64,2,20.4,7,155.16157200390802
10,45,4,43.2,7,237.56441871875808
8,56,3,44.1,8,225.38706880933427
8,76,1,67.5,7,249.56803429403953
3,85,10,48.4,2,168.90491660352802
8,46,9,33.8,4,200.80357521350862
3,46,3,42.8,1,190.26312562764815
10,88,6,40.5,1,175.70798101880098
6,90,7,51.0,8,200.53741232583624
2,45,9,52.4,7,223.43783312818528
7,53,4,53.9,7,239.3971218229843
3,45,4,45.3,5,208.36587424247517
8,49,9,51.5,5,234.92913822392643
2,69,2,22.4,3,134.26724976806275
10,77,1,45.4,6,211.29216368830973
10,69,3,27.2,3,173.87133311374694
5,79,4,67.8,2,219.6497496736871
4,40,9,70.5,1,250.77015810004968
2,89,6,51.7,1,165.3975817152634
7,88,7,52.9,5,200.2102287425389
10,40,7,23.7,3,191.72462628887772
7,48,8,66.2,8,269.5213559949994
8,58,1,19.1,2,157.590561890225
3,46,10,30.5,8,187.8633343928355
4,44,7,70.7,8,270.20479906310203
4,84,10,33.5,1,142.18586723670938
8,75,4,30.7,5,173.78083956710424
4,68,7,47.5,1,183.17609371593502
5,67,3,53.4,7,218.78970522281836
4,80,5,22.0,5,137.41848786583313
3,46,4,20.9,5,161.22621387268072
6,62,7,19.3,7,161.59126189163803
9,57,8,21.9,6,179.02606586055924
5,56,7,71.4,8,264.9377798166804
9,47,2,50.6,6,243.21324061846036
2,44,8,41.3,6,200.26835314068603
6,90,1,64.5,2,208.20210527093224
7,50,5,15.9,2,153.92614033653956
6,46,6,48.0,4,220.59704350800482
5,42,8,25.3,1,167.33119282099997
6,81,9,42.9,8,192.6421633524261
3,41,2,71.8,6,265.6200917715885
2,44,10,53.9,4,217.4694379902827
2,79,1,47.7,6,183.23527308286864
2,67,2,55.8,6,208.84652490193375
3,43,4,17.3,4,153.83895304660246
6,74,4,49.5,7,208.96663969938828
5,73,8,48.9,7,204.14882241987002
10,80,8,58.1,6,231.51852962588617
10,79,5,41.3,8,207.40049589550506
8,60,8,30.2,2,175.65191750306911
6,48,3,33.0,5,194.11721024928485
7,53,7,44.4,8,224.01419818218068
4,81,2,49.5,1,176.56280092533797
2,68,4,46.9,4,184.40731649766394
7,54,3,49.3,5,223.6477329583954
7,83,5,56.7,7,218.45462938260596
4,42,4,51.8,3,220.79877799938458
8,46,6,25.9,3,183.1902961587444
8,84,8,15.2,8,145.354937250735
3,80,9,70.1,8,233.58647832101852
7,56,4,62.7,8,256.6453167879679
9,75,4,16.4,2,140.99480696120156
6,77,9,23.4,3,143.30100316849524
10,79,3,18.8,8,165.09004943665798
4,46,3,35.0,8,201.48156107320364
2,73,10,53.6,2,185.36030343063072
3,38,6,67.0,7,261.5787767815723
9,54,8,16.1,4,164.29904132254606
7,61,1,64.4,4,243.3877328247188
7,66,5,52.0,1,205.30997712110928
4,61,2,46.4,8,210.24144250562549
9,51,6,65.0,6,266.32983576979575
2,84,9,40.7,2,151.51577412443
2,51,1,67.1,1,228.52044374716738
3,42,7,39.7,5,199.81819093747595
10,51,6,59.9,1,244.6544111802372
5,73,1,61.8,4,220.3577338987639
5,84,7,56.3,4,199.29637281181726
6,83,2,21.1,6,144.47788631385322
10,61,9,37.0,4,201.50504630774148
7,87,9,24.2,1,133.62620370827216
10,59,2,33.3,2,191.14089843238963
5,68,1,34.8,5,176.67017603611558
3,89,10,72.5,3,214.297890682283
9,88,6,23.3,6,155.09516882036158
7,79,7,46.7,6,199.4429004613894
3,63,1,50.2,2,193.04578514531033
10,60,5,66.2,1,248.95773136139496
5,52,10,28.8,8,187.09488070286255
2,52,2,51.3,1,197.51072286293126
4,42,7,37.3,4,195.9341869173258
9,42,1,41.4,5,227.12328728451556
3,90,4,61.5,3,193.6402701354554
6,74,2,37.6,3,174.08600806487146
9,50,7,32.7,6,205.76885884235634
4,90,7,38.9,6,163.58606426356354
10,82,2,64.0,1,226.20067158511833
2,54,5,66.9,5,237.49101337763767
9,54,7,71.0,6,274.9219384164933
8,56,10,35.3,4,194.7783143677911
8,60,3,33.4,1,179.4449971946923
8,57,6,46.1,6,221.43936691360017
5,53,6,22.1,3,158.39528693980006
8,53,1,30.6,3,186.91184332524125
4,68,4,32.0,3,160.6541702638109
9,58,10,70.6,2,257.4800063039834
10,64,1,34.5,3,192.41724088712726
6,72,10,39.2,3,177.43016005180777
2,57,5,53.5,3,203.1371147901005
4,41,6,16.1,6,163.1152288118392
5,79,10,59.9,3,206.76537407388355
2,69,8,69.3,3,222.13411928663294
2,77,6,68.0,3,213.07295672695273
10,71,4,39.3,8,210.7393434841584
7,54,5,41.5,8,218.00276483658433
6,51,5,21.7,5,169.72421503583917
2,77,6,56.6,6,200.95824507423896
2,54,2,61.2,7,233.55315811037366
8,79,6,40.8,7,195.43591782132648
10,86,10,41.6,6,194.65723050412706
6,69,1,70.9,7,254.42937817050858
5,70,9,49.5,1,188.7084835421323
4,57,4,59.9,4,226.29006044496018
9,50,1,45.2,8,236.87985860146256
9,73,5,45.0,6,209.46098287584977
2,59,9,42.8,5,186.72964597483906
7,90,6,32.5,7,166.30096765824504
2,49,6,52.0,6,216.57056220942627
6,46,1,58.7,2,235.44479432372805
3,42,5,53.8,3,220.57789007305115
3,85,1,56.7,6,198.9225613277467
3,86,5,44.5,5,171.03622542323012
2,73,2,66.1,7,226.33185032988587
9,70,9,63.5,5,243.26857808651718
9,90,10,17.6,7,145.00153740857263
6,57,2,50.8,4,217.06053550754677
9,60,6,62.9,2,241.85410598511373
8,68,5,46.8,3,203.88148293426548
2,87,4,54.1,5,184.7154057779362
8,88,9,46.8,5,192.1205638268416
4,45,9,51.3,2,213.1827688810658
2,73,10,39.1,5,167.36695796433875
3,66,3,46.5,5,192.56841455592036
4,84,6,39.0,4,162.83330558904
7,49,3,72.6,1,259.50659936586055
5,46,9,30.7,6,189.75552230719086
4,85,9,71.1,3,219.13307172744447
9,88,6,67.1,5,234.98674556797397
7,56,7,24.4,2,164.47317842105613
3,41,10,58.7,4,233.01423489273068
10,82,3,29.9,5,174.02849127348833
2,66,3,15.7,1,117.65499657722313
9,68,10,25.3,7,178.72401691043143
7,38,8,29.5,2,189.61016931418433
8,42,1,58.6,1,243.23387674186768
2,80,3,63.5,7,215.13899195174716
10,75,2,20.2,6,165.06427778392205
4,71,6,36.4,8,181.8727610048196
3,66,5,51.2,6,204.29195496168182
3,53,5,58.7,7,232.98088849544885
8,41,7,32.0,5,205.26067828158725
9,90,1,17.6,4,137.10480391582922
4,45,1,47.1,5,216.1498864509635
3,54,8,29.6,5,170.05721511510777
9,74,6,24.5,1,153.6993444079206
9,80,7,29.0,2,160.0074070906162
6,85,3,39.8,1,162.18339732889498
10,39,3,45.1,8,249.72855043643435
5,82,3,30.7,7,162.70608619247963
7,60,7,44.6,7,215.14177204676272
4,41,3,25.5,5,178.30851910381773
5,89,4,57.9,7,208.0239657642216
2,64,8,59.6,8,223.924450921858
7,84,8,31.4,1,150.06570310648812
5,87,5,68.6,4,220.37096197469782
6,77,2,62.6,1,212.5513154261738
8,54,1,34.1,1,186.3442272020852
6,74,8,53.7,7,216.2171262964406
7,61,7,22.3,5,165.64875192673014
6,40,9,56.7,5,244.94212889218605
8,65,6,63.2,7,250.08151354872052
6,87,10,37.0,7,172.89269768174572
8,62,5,63.6,5,247.29028515126421
9,78,7,47.7,3,200.3749198716318
3,82,8,33.3,4,149.57036780271187
8,85,5,24.6,3,147.00778413511358
7,73,1,35.8,5,181.89094602088977
10,69,6,58.9,4,236.61734918888567
3,77,8,60.2,4,204.92735491901135
7,44,4,40.8,4,212.8737723217721
8,55,7,32.8,6,197.7778495193997
10,74,9,30.2,8,189.98269640466344
10,90,8,61.1,5,225.34846748816304
8,59,8,29.5,8,194.20058754445864
10,84,4,56.8,2,213.6195969677538
9,46,4,53.7,4,243.2682805861416
7,82,9,30.9,5,163.34857451303145
9,75,7,64.2,2,231.1039621593992
10,79,8,72.1,4,252.6006616423046
6,41,4,38.4,8,219.76623548107335
8,45,10,19.3,6,180.33299445250287
3,90,8,38.0,8,164.20146929686746
8,73,8,24.3,4,159.50060766385172
6,42,6,41.0,3,207.6313720783424
6,89,4,32.7,4,154.5678981363827
5,60,1,37.0,2,178.29160564867476
2,65,6,34.1,3,159.21673055287522
4,46,8,58.5,3,229.313605291187
5,39,2,58.3,7,252.5957190097909
2,63,2,55.1,2,198.32426433490488
7,47,1,55.6,8,251.53904386981137
3,64,9,47.3,5,194.75255677905687
4,83,9,19.9,2,120.6112136041479
2,56,7,60.3,3,216.54424873987585
7,50,2,37.0,5,203.97785259218574
6,41,8,24.2,4,179.45286574317612
4,66,2,56.4,3,209.02001091687572
8,68,4,33.1,5,184.41590273419223
9,85,5,72.9,3,242.4357180070732
9,81,1,38.8,3,181.9613531371926
5,46,5,25.8,4,174.84194219279755
2,48,4,67.9,2,235.27712480475742
4,55,1,56.1,4,221.35782524274651
5,48,5,54.8,1,218.59387672579066
7,44,7,48.3,4,226.5606879434533
3,58,6,33.5,7,180.66913979577566
2,61,2,69.5,6,240.04103322978898
9,53,4,18.7,8,183.48406585320072
7,81,10,52.0,7,210.38746593376226
10,46,9,58.8,1,246.37847508530632
4,64,1,69.5,2,232.61092460152076
8,69,1,19.4,1,145.4312760777547
4,54,7,40.5,2,185.2373149265315
2,89,5,62.4,3,192.20253862851519
6,73,4,64.2,3,225.04054508201716
7,81,8,25.4,2,144.4629019841727
5,56,2,29.0,1,163.25107221736081
9,40,3,71.2,4,281.8473846827512
5,49,4,15.0,2,145.59703918811357
6,89,9,54.6,1,185.70146884872972
7,73,5,15.4,3,136.15596873140146
3,77,10,47.2,4,179.91796254494696
6,42,9,21.2,8,185.38753365968375
6,41,5,15.5,3,160.32251989781105
3,71,2,36.0,4,165.32199512255565
8,82,4,34.1,3,167.80885055630694
3,49,2,34.7,1,172.47398311680723
9,89,2,39.4,1,169.63197858942254
5,43,6,36.9,7,207.82357528173947
3,69,3,30.0,4,155.5037121925877
9,42,10,32.8,5,209.20806266495214
4,83,6,49.8,6,190.51849059418578
8,54,3,60.7,4,245.93313107610948
7,58,10,47.4,2,205.81501659768955
7,66,10,15.8,8,157.94487254389807
6,68,10,52.4,5,212.27391519816408
10,66,1,21.9,6,176.2886825355735
9,78,2,66.6,7,249.77958551770934
2,87,4,40.9,8,169.18729384637055
3,58,9,32.3,5,171.5222939941076
3,72,2,56.3,8,215.61976182871274
9,38,1,40.8,3,223.1263201418771
4,69,9,62.7,7,229.7811626807762
3,82,2,17.0,1,110.22781291127521
8,80,4,54.1,1,201.13810675870093
8,85,4,27.8,7,165.92589996204796
9,50,1,26.5,8,201.41842237116833
3,43,9,45.9,7,216.68493835692726
6,65,10,41.5,2,184.707759832288
7,38,9,26.5,6,196.41396048716132
4,44,1,35.3,8,204.14576465941866
8,86,6,34.7,4,168.28093063436177
8,51,1,34.0,8,210.9367738871467
4,85,2,58.0,3,195.54080262515956
3,61,9,63.5,4,224.91269902034895
6,90,3,54.3,4,194.83810673953604
6,38,2,32.2,1,188.79858438564753
10,41,4,63.6,3,267.0547947538259
10,68,1,66.1,1,242.529226014417
6,62,3,28.2,8,182.35057402845683
5,80,2,19.5,1,124.37694592371145
9,52,10,43.7,7,227.5225251977601
10,48,3,23.8,6,195.1788777528979
4,51,1,36.0,7,196.22150526812624
2,74,2,41.1,2,162.21523967822753
7,45,10,28.2,7,196.5431661462847
5,58,8,40.8,6,198.65753997429442
8,80,9,53.9,1,199.86619749404815
8,84,1,54.1,8,220.37200953750354
7,48,1,41.4,2,204.7350048534815
9,52,4,27.3,1,178.48684684415036
2,79,4,63.6,1,197.01223981694523
6,64,6,30.5,7,181.27047896051135
3,41,8,44.3,2,199.7284296131516
4,75,1,40.4,3,171.03509431003556
4,64,2,44.9,3,188.9504223149276
6,52,3,23.7,6,176.1726458204555
7,86,4,65.6,4,223.39966605868455
9,85,9,66.0,5,234.9725629601044
8,39,8,53.1,8,256.3365229965701
6,62,5,62.1,7,243.11139221558307
8,61,2,32.3,8,198.84324587902586
8,77,8,25.2,1,148.22732466405222
3,87,8,32.4,5,146.6858814187218
2,59,10,31.9,6,169.048912477285
6,61,10,21.4,4,156.40360981988505
8,76,9,47.2,4,200.1407462619917
8,38,6,33.8,5,211.45997684324766
6,79,8,47.7,2,184.65435889567436
3,79,4,64.7,2,206.10106308123895
4,56,1,71.5,3,246.52440766756033
4,77,7,71.7,7,240.25223505008157
8,78,7,50.9,3,202.6081606446001
8,50,1,21.5,3,172.26257835156497
9,53,4,69.8,2,261.37972687613234
10,52,8,60.4,6,260.21554783000556
6,88,4,34.6,3,155.87222498274636
7,47,2,54.6,4,236.79286171702927
6,43,4,72.7,7,279.90439757736226
7,90,8,43.7,4,177.6793555865076
6,47,4,71.9,3,262.2395176097534
8,54,4,56.7,1,228.6657784963569
2,65,1,68.4,3,225.153611766888
7,44,6,28.6,2,183.04578666274327
2,89,6,19.6,6,120.36442693131863
6,49,1,64.2,1,240.099428701918
9,62,1,68.0,5,260.1832929426057
7,45,10,59.1,1,236.1328907065456
5,61,5,22.0,1,145.0955359770553
4,84,1,72.9,1,218.50816329440443
7,55,8,35.1,2,185.454541488411
7,85,5,43.1,8,194.09407746723588
7,77,2,17.5,5,143.53302164661798
4,83,5,35.3,3,153.69669341459843
2,70,4,70.3,4,227.0432736097993
6,61,2,30.7,3,172.29990933004103
4,49,5,41.8,2,192.40522177040563
8,88,4,29.9,4,157.7973404046191
5,86,1,67.3,8,232.1602859011735
5,78,2,28.6,7,162.37880740643044
6,59,7,47.2,2,201.26718579433654
8,50,10,20.4,3,168.56985489388427
2,45,1,64.4,3,234.95074294327105
2,87,9,33.8,6,148.49502343722042
5,90,9,70.9,3,218.24321513688244
3,81,9,44.0,3,167.3839008322841
3,88,8,15.6,6,117.12618559741783
4,38,5,28.6,8,195.9409557733509
3,74,2,31.5,7,163.68461476936588
6,42,5,48.7,6,231.91515856462377
4,74,6,54.9,6,208.01190069249023
8,81,4,72.4,8,257.1466966017039
4,88,4,35.5,1,143.57321226773706
6,67,6,58.6,6,228.78225017317448
8,42,5,41.0,2,212.3121233328302
4,38,1,68.5,3,256.4796258192557
2,83,10,15.6,3,107.7762283501807
3,50,4,25.6,1,153.9911680904525
8,47,8,21.7,5,180.335175300385
5,79,10,43.1,8,190.74612166017954
10,52,2,50.3,8,248.46941075463855
9,60,3,72.8,8,280.1703732856963
3,85,1,19.1,1,111.7812719805948
3,73,10,23.2,2,131.54679177723443
4,61,2,66.5,4,235.68642546834053
2,72,3,51.3,6,195.78887940905682
6,62,5,19.0,6,158.21158883418107
5,43,8,66.5,8,266.7658195449515
8,54,1,65.3,3,251.84549211108256
2,47,1,55.5,8,232.17427857381145
4,51,8,66.3,2,236.59156017941558
10,44,6,32.1,8,220.19501326662265
8,56,5,17.7,6,168.63114761714084
6,54,8,40.6,8,211.92545276752193
5,64,4,15.6,6,146.3693105851544
10,88,2,27.2,6,167.04000986757757
5,62,9,35.7,2,172.65989749380566
4,68,9,27.7,4,154.7751237351116
8,42,3,47.8,8,244.57122830643408
5,51,10,72.9,3,255.75316060228897
2,41,2,24.1,6,171.3299579925795
